year,state,abbr,class,race_type,round,caption,results,total_votes,winner,runner_up,color,source_url
2022,Alabama,AL,III,regular,General,2022 United States Senate election in Alabama,"{""Katie Britt"": {""party"": ""Republican"", ""votes"": 942154, ""pct"": 66.62}, ""Will Boyd"": {""party"": ""Democratic"", ""votes"": 436746, ""pct"": 30.88}, ""John Sophocleus"": {""party"": ""Libertarian"", ""votes"": 32879, ""pct"": 2.32}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 2459, ""pct"": 0.17}}",1414238,Katie Britt,Will Boyd,red,https://en.wikipedia.org/wiki/2022_United_States_Senate_election_in_Alabama
2022,Arizona,AZ,III,regular,General,2022 United States Senate election in Arizona,"{""Mark Kelly"": {""party"": ""Democratic"", ""votes"": 1322027, ""pct"": 51.39}, ""Blake Masters"": {""party"": ""Republican"", ""votes"": 1196308, ""pct"": 46.51}, ""Marc Victor"": {""party"": ""Libertarian"", ""votes"": 53762, ""pct"": 2.09}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 197, ""pct"": 0.01}}",2572294,Mark Kelly,Blake Masters,deepskyblue,https://en.wikipedia.org/wiki/2022_United_States_Senate_election_in_Arizona
2022,Arkansas,AR,III,regular,General,2022 United States Senate election in Arkansas,"{""John Boozman"": {""party"": ""Republican"", ""votes"": 592437, ""pct"": 65.73}, ""Natalie James"": {""party"": ""Democratic"", ""votes"": 280187, ""pct"": 31.09}, ""Kenneth Cates"": {""party"": ""Libertarian"", ""votes"": 28682, ""pct"": 3.18}}",901306,John Boozman,Natalie James,red,https://en.wikipedia.org/wiki/2022_United_States_Senate_election_in_Arkansas
2022,Colorado,CO,III,regular,General,2022 United States Senate election in Colorado,"{""Michael Bennet"": {""party"": ""Democratic"", ""votes"": 1397170, ""pct"": 55.88}, ""Joe O'Dea"": {""party"": ""Republican"", ""votes"": 1031693, ""pct"": 41.26}, ""Brian Peotter"": {""party"": ""Libertarian"", ""votes"": 43534, ""pct"": 1.74}, ""T.J. Cole"": {""party"": ""Unity"", ""votes"": 16379, ""pct"": 0.66}, ""Frank Atwood"": {""party"": ""Approval Voting"", ""votes"": 11354, ""pct"": 0.45}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 71, ""pct"": 0.0}}",2500201,Michael Bennet,Joe O'Dea,deepskyblue,https://en.wikipedia.org/wiki/2022_United_States_Senate_election_in_Colorado
2022,Connecticut,CT,III,regular,General,2022 United States Senate election in Connecticut,"{""Richard Blumenthal"": {""party"": ""Democratic"", ""votes"": 723864, ""pct"": 57.45}, ""Leora Levy"": {""party"": ""Republican"", ""votes"": 535943, ""pct"": 42.54}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 80, ""pct"": 0.0}}",1259887,Richard Blumenthal,Leora Levy,deepskyblue,https://en.wikipedia.org/wiki/2022_United_States_Senate_election_in_Connecticut
2022,Florida,FL,III,regular,General,"United States Senate election in Florida, 2022","{""Marco Rubio"": {""party"": ""Republican"", ""votes"": 4474847, ""pct"": 57.68}, ""Val Demings"": {""party"": ""Democratic"", ""votes"": 3201522, ""pct"": 41.27}, ""Dennis Misigoy"": {""party"": ""Libertarian"", ""votes"": 32177, ""pct"": 0.41}, ""Steven B. Grant"": {""party"": ""Independent"", ""votes"": 31816, ""pct"": 0.41}, ""Tuan TQ Nguyen"": {""party"": ""Independent"", ""votes"": 17385, ""pct"": 0.22}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 267, ""pct"": 0.0}}",7758014,Marco Rubio,Val Demings,red,https://en.wikipedia.org/wiki/2022_United_States_Senate_election_in_Florida
2022,Georgia,GA,III,regular,General,2022 United States Senate election in Georgia,"{""Raphael Warnock"": {""party"": ""Democratic"", ""votes"": 1946117, ""pct"": 49.44}, ""Herschel Walker"": {""party"": ""Republican"", ""votes"": 1908442, ""pct"": 48.49}, ""Chase Oliver"": {""party"": ""Libertarian"", ""votes"": 81365, ""pct"": 2.07}}",3935924,Raphael Warnock,Herschel Walker,deepskyblue,https://en.wikipedia.org/wiki/2022_United_States_Senate_election_in_Georgia#Runoff
2022,Hawaii,HI,III,regular,General,2022 United States Senate election in Hawaii,"{""Brian Schatz"": {""party"": ""Democratic"", ""votes"": 290894, ""pct"": 71.21}, ""Bob McDermott"": {""party"": ""Republican"", ""votes"": 106358, ""pct"": 26.04}, ""Feena Bonoan"": {""party"": ""Libertarian"", ""votes"": 4915, ""pct"": 1.2}, ""Emma Jane Pohlman"": {""party"": ""Green"", ""votes"": 4142, ""pct"": 1.01}, ""Dan Decker"": {""party"": ""Aloha ʻĀina"", ""votes"": 2208, ""pct"": 0.54}}",408517,Brian Schatz,Bob McDermott,deepskyblue,https://en.wikipedia.org/wiki/2022_United_States_Senate_election_in_Hawaii
2022,Idaho,ID,III,regular,General,2022 United States Senate election in Idaho,"{""Mike Crapo"": {""party"": ""Republican"", ""votes"": 358539, ""pct"": 60.68}, ""David Roth"": {""party"": ""Democratic"", ""votes"": 169808, ""pct"": 28.74}, ""Scott Cleveland"": {""party"": ""Independent"", ""votes"": 49917, ""pct"": 8.45}, ""Ray Writz"": {""party"": ""Constitution"", ""votes"": 8500, ""pct"": 1.44}, ""Idaho Sierra Law"": {""party"": ""Libertarian"", ""votes"": 4126, ""pct"": 0.7}}",590890,Mike Crapo,David Roth,red,https://en.wikipedia.org/wiki/2022_United_States_Senate_election_in_Idaho
2022,Illinois,IL,III,regular,General,2022 United States Senate election in Illinois,"{""68,705"": {""party"": """", ""votes"": 4098896, ""pct"": NaN}, ""Tammy Duckworth"": {""party"": ""Democratic"", ""votes"": 2329136, ""pct"": 56.82}, ""Kathy Salvi"": {""party"": ""Republican"", ""votes"": 1701055, ""pct"": 41.5}, ""20,300"": {""party"": """", ""votes"": 1441922, ""pct"": NaN}, ""5,818"": {""party"": """", ""votes"": 341740, ""pct"": NaN}, ""3,551"": {""party"": """", ""votes"": 233321, ""pct"": NaN}, ""3,300"": {""party"": """", ""votes"": 229413, ""pct"": NaN}, ""2,693"": {""party"": """", ""votes"": 157941, ""pct"": NaN}, ""2,322"": {""party"": """", ""votes"": 116350, ""pct"": NaN}, ""1,883"": {""party"": """", ""votes"": 98014, ""pct"": NaN}, ""1,634"": {""party"": """", ""votes"": 88603, ""pct"": NaN}, ""1,646"": {""party"": """", ""votes"": 88002, ""pct"": NaN}, ""2,221"": {""party"": """", ""votes"": 79666, ""pct"": NaN}, ""Bill Redpath"": {""party"": ""Libertarian"", ""votes"": 68671, ""pct"": 1.68}, ""1,247"": {""party"": """", ""votes"": 67794, ""pct"": NaN}, ""1,286"": {""party"": """", ""votes"": 64827, ""pct"": NaN}, ""1,075"": {""party"": """", ""votes"": 59035, ""pct"": NaN}, ""1,168"": {""party"": """", ""votes"": 51324, ""pct"": NaN}, ""955"": {""party"": """", ""votes"": 47972, ""pct"": NaN}, ""820"": {""party"": """", ""votes"": 45265, ""pct"": NaN}, ""380"": {""party"": """", ""votes"": 45056, ""pct"": NaN}, ""698"": {""party"": """", ""votes"": 39578, ""pct"": NaN}, ""628"": {""party"": """", ""votes"": 35243, ""pct"": NaN}, ""767"": {""party"": """", ""votes"": 35108, ""pct"": NaN}, ""747"": {""party"": """", ""votes"": 34498, ""pct"": NaN}, ""293"": {""party"": """", ""votes"": 32379, ""pct"": NaN}, ""228"": {""party"": """", ""votes"": 31002, ""pct"": NaN}, ""313"": {""party"": """", ""votes"": 29880, ""pct"": NaN}, ""351"": {""party"": """", ""votes"": 24936, ""pct"": NaN}, ""382"": {""party"": """", ""votes"": 21964, ""pct"": NaN}, ""389"": {""party"": """", ""votes"": 19652, ""pct"": NaN}, ""377"": {""party"": """", ""votes"": 19402, ""pct"": NaN}, ""419"": {""party"": """", ""votes"": 19370, ""pct"": NaN}, ""346"": {""party"": """", ""votes"": 17748, ""pct"": NaN}, ""364"": {""party"": """", ""votes"": 17566, ""pct"": NaN}, ""338"": {""party"": """", ""votes"": 17517, ""pct"": NaN}, ""287"": {""party"": """", ""votes"": 17089, ""pct"": NaN}, ""337"": {""party"": """", ""votes"": 16644, ""pct"": NaN}, ""233"": {""party"": """", ""votes"": 15670, ""pct"": NaN}, ""255"": {""party"": """", ""votes"": 14773, ""pct"": NaN}, ""135"": {""party"": """", ""votes"": 14252, ""pct"": NaN}, ""121"": {""party"": """", ""votes"": 14210, ""pct"": NaN}, ""222"": {""party"": """", ""votes"": 13116, ""pct"": NaN}, ""219"": {""party"": """", ""votes"": 12898, ""pct"": NaN}, ""224"": {""party"": """", ""votes"": 12798, ""pct"": NaN}, ""213"": {""party"": """", ""votes"": 12670, ""pct"": NaN}, ""330"": {""party"": """", ""votes"": 12417, ""pct"": NaN}, ""204"": {""party"": """", ""votes"": 12002, ""pct"": NaN}, ""189"": {""party"": """", ""votes"": 11327, ""pct"": NaN}, ""108"": {""party"": """", ""votes"": 11302, ""pct"": NaN}, ""251"": {""party"": """", ""votes"": 11027, ""pct"": NaN}, ""198"": {""party"": """", ""votes"": 10438, ""pct"": NaN}, ""91"": {""party"": """", ""votes"": 10248, ""pct"": NaN}, ""71"": {""party"": """", ""votes"": 9675, ""pct"": NaN}, ""273"": {""party"": """", ""votes"": 9668, ""pct"": NaN}, ""186"": {""party"": """", ""votes"": 9667, ""pct"": NaN}, ""167"": {""party"": """", ""votes"": 9465, ""pct"": NaN}, ""159"": {""party"": """", ""votes"": 9386, ""pct"": NaN}, ""210"": {""party"": """", ""votes"": 9260, ""pct"": NaN}, ""88"": {""party"": """", ""votes"": 8801, ""pct"": NaN}, ""137"": {""party"": """", ""votes"": 8005, ""pct"": NaN}, ""175"": {""party"": """", ""votes"": 7615, ""pct"": NaN}, ""150"": {""party"": """", ""votes"": 7202, ""pct"": NaN}, ""132"": {""party"": """", ""votes"": 6965, ""pct"": NaN}, ""158"": {""party"": """", ""votes"": 6943, ""pct"": NaN}, ""99"": {""party"": """", ""votes"": 6765, ""pct"": NaN}, ""139"": {""party"": """", ""votes"": 6393, ""pct"": NaN}, ""57"": {""party"": """", ""votes"": 6370, ""pct"": NaN}, ""144"": {""party"": """", ""votes"": 6080, ""pct"": NaN}, ""105"": {""party"": """", ""votes"": 6024, ""pct"": NaN}, ""114"": {""party"": """", ""votes"": 5963, ""pct"": NaN}, ""110"": {""party"": """", ""votes"": 5953, ""pct"": NaN}, ""111"": {""party"": """", ""votes"": 5854, ""pct"": NaN}, ""101"": {""party"": """", ""votes"": 5737, ""pct"": NaN}, ""160"": {""party"": """", ""votes"": 5284, ""pct"": NaN}, ""127"": {""party"": """", ""votes"": 5134, ""pct"": NaN}, ""102"": {""party"": """", ""votes"": 5025, ""pct"": NaN}, ""93"": {""party"": """", ""votes"": 4967, ""pct"": NaN}, ""79"": {""party"": """", ""votes"": 4763, ""pct"": NaN}, ""100"": {""party"": """", ""votes"": 4738, ""pct"": NaN}, ""70"": {""party"": """", ""votes"": 4575, ""pct"": NaN}, ""82"": {""party"": """", ""votes"": 4523, ""pct"": NaN}, ""28"": {""party"": """", ""votes"": 3547, ""pct"": NaN}, ""52"": {""party"": """", ""votes"": 3398, ""pct"": NaN}, ""76"": {""party"": """", ""votes"": 2909, ""pct"": NaN}, ""55"": {""party"": """", ""votes"": 2783, ""pct"": NaN}, ""48"": {""party"": """", ""votes"": 2745, ""pct"": NaN}, ""69"": {""party"": """", ""votes"": 2310, ""pct"": NaN}, ""39"": {""party"": """", ""votes"": 2165, ""pct"": NaN}, ""30"": {""party"": """", ""votes"": 2083, ""pct"": NaN}, ""25"": {""party"": """", ""votes"": 1986, ""pct"": NaN}, ""13"": {""party"": """", ""votes"": 1707, ""pct"": NaN}, ""24"": {""party"": """", ""votes"": 1646, ""pct"": NaN}, ""Write-in"": {""party"": ""Write-in"", ""votes"": 34, ""pct"": 0.0}}",12296840,"68,705",Tammy Duckworth,yellow,https://en.wikipedia.org/wiki/2022_United_States_Senate_election_in_Illinois
